Venda.Código,Venda.Data,Produto.Código,Produto,Quantidade,Produto.Fornecedor,Custo Total,Venda.Valor Total Desconto,Valor Total,Pagamento
834,05/04/2025,466,0466 - COPO TERMICO 350ML AMIGAS JUNTAS SOMOS,1,ZONA CRIATIVA," R$  29,90 ", R$  -   ," R$  68,00 ",Cartão de Crédito
833,05/04/2025,C3,C3 - CANETA FOFA ESPECIAL,1,AP BRAS OU MERCADO LIVRE," R$  3,00 ", R$  -   ," R$  12,50 ",PIX
832,05/04/2025,43,0043 - CANECA LOVE DOGS CINZA,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  21,90 ", R$  -   ," R$  59,00 ",Cartão de Débito
831,05/04/2025,594,0594 - COPO INCAN 500ML HARRY POTTER COFRE,1,ZONA CRIATIVA," R$  19,90 ", R$  -   ," R$  79,00 ",Cartão de Crédito
830,04/04/2025,633,0633 - CAIXA DE SOM GRANDE COM MICROFONE,1,AP BRAS OU MERCADO LIVRE," R$  63,50 "," R$  8,45 "," R$  160,55 ",Dinheiro
829,04/04/2025,629,0629 - PESCOCEIRA LISA,1,AP BRAS OU MERCADO LIVRE," R$  26,00 ", R$  -   ," R$  69,00 ",Cartão de Débito
828,04/04/2025,595,0595 - COPO INCAN 500ML MARVEL COFRE,1,ZONA CRIATIVA," R$  19,90 ", R$  -   ," R$  79,00 ",Cartão de Crédito
828,04/04/2025,656,0656 - CANECA 350ML C/INFUSOR FLORAL,1,ZONA CRIATIVA," R$  35,90 ", R$  -   ," R$  84,00 ",Cartão de Crédito
827,04/04/2025,625,0625 - CANECA GRANDE CLUBE COMIX PITICAS,1,CLUBE COMIX PITICAS," R$  37,90 ", R$  -   ," R$  96,00 ",Cartão de Crédito
826,03/04/2025,118,0118 - CANEGA SELF MUG C MISTURADOR,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  24,99 ", R$  -   ," R$  59,00 ",Cartão de Crédito
826,03/04/2025,298,0298 - CANECA TINA 400ML COFFEE TIME,1,ZONA CRIATIVA," R$  18,55 ", R$  -   ," R$  64,00 ",Cartão de Crédito
825,03/04/2025,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 ", R$  -   ," R$  13,50 ",Cartão de Crédito
824,02/04/2025,C9,C9 - CANETA FOFA STITCH / SPIN / PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  6,00 "," R$  1,80 "," R$  22,80 ",Dinheiro
824,02/04/2025,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 "," R$  1,80 "," R$  11,40 ",Dinheiro
823,02/04/2025,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 "," R$  13,55 "," R$  11,40 ",Dinheiro
823,02/04/2025,528,0528 - LUMINARIA DARTH VADER STAR WARS,1,USARE LUMINÁRIAS," R$  104,20 "," R$  13,55 "," R$  246,05 ",Dinheiro
822,02/04/2025,262,0262 - LATA PORTA JOIAS - FLORAL PRETO E BRANCO,1,BRASFOOT," R$  19,98 "," R$  2,45 "," R$  46,55 ",Dinheiro
821,02/04/2025,285,0285 - TACA WINDSOR - MEU CORACAO E SEU,1,BRASFOOT," R$  17,98 ", R$  -   ," R$  46,00 ",Dinheiro
820,01/04/2025,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Cartão de Débito
820,01/04/2025,425,0425 - CANECO VIDRO DIVA,1,UATT PRESENTES IMPORTADOS," R$  18,13 ", R$  -   ," R$  49,00 ",Cartão de Débito
819,31/03/2025,555,0555 - CALCULADORA COLORIDA,1,AP BRAS OU MERCADO LIVRE," R$  25,00 "," R$  3,25 "," R$  61,75 ",Dinheiro
818,28/03/2025,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",Dinheiro
817,27/03/2025,560,0560 - CHAVEIRO SILICONE GRANDE,1,AP BRAS OU MERCADO LIVRE," R$  12,00 ", R$  -   ," R$  30,00 ",Cartão de Débito
816,27/03/2025,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Dinheiro
815,27/03/2025,602,0602 - CANECA 350ML C/INFUSOR AMOR PROPRIO,1,ZONA CRIATIVA," R$  32,90 "," R$  8,20 "," R$  73,80 ",Cartão de Débito
814,25/03/2025,633,0633 - CAIXA DE SOM GRANDE COM MICROFONE,1,AP BRAS OU MERCADO LIVRE," R$  63,50 ", R$  -   ," R$  169,00 ",Cartão de Crédito
814,25/03/2025,111,0111 - BOLSA PRAIA COMPART TERMICO,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  19,99 ", R$  -   ," R$  59,00 ",Cartão de Crédito
813,24/03/2025,522,0522 - CHAVEIRO SILICONE DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  9,00 ", R$  -   ," R$  23,50 ",Cartão de Crédito
813,24/03/2025,620,0620 - SOMBRINHA / GUARDA CHUVA,1,AP BRAS OU MERCADO LIVRE," R$  8,00 ", R$  -   ," R$  30,00 ",Cartão de Crédito
812,24/03/2025,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",PIX
811,22/03/2025,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 ", R$  -   ," R$  13,50 ",Cartão de Débito
810,22/03/2025,578,0578 - CANECA 3D DECORADA 500ML NEO,1,NEO PORCELANAS LTDA," R$  16,00 ", R$  -   ," R$  59,00 ",Cartão de Débito
809,21/03/2025,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Dinheiro
809,21/03/2025,97,0097 - COPO AMERICANO FLORK AMOR,1,ALL MIX," R$  6,53 ", R$  -   ," R$  24,00 ",Dinheiro
808,21/03/2025,522,0522 - CHAVEIRO SILICONE DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  9,00 ", R$  -   ," R$  23,50 ",Cartão de Crédito
807,21/03/2025,460,0460 - COPO TERMICO 500ML FOREVER BRANCO,1,ZONA CRIATIVA," R$  34,50 "," R$  4,45 "," R$  84,55 ",PIX
806,20/03/2025,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",PIX
805,20/03/2025,636,0636 - UMIDIFICADOR PEQUENO,1,AP BRAS OU MERCADO LIVRE," R$  19,00 ", R$  -   ," R$  59,00 ",Cartão de Crédito
804,20/03/2025,2,0002 - ALMOFADA RETANGULO GAMER,1,2DH COMERCIO E CONFECCAO LTDA," R$  18,90 ", R$  -   ," R$  49,00 ",Cartão de Débito
803,19/03/2025,585,0585 - CANECA TINA 400ML CULTIVE COISAS BOAS,1,ZONA CRIATIVA," R$  10,90 "," R$  13,05 "," R$  60,80 ",PIX
803,19/03/2025,601,0601 - CANECA TINA 400ML CAFE NA XICARA,1,ZONA CRIATIVA," R$  12,90 "," R$  13,05 "," R$  60,80 ",PIX
803,19/03/2025,578,0578 - CANECA 3D DECORADA 500ML NEO,1,NEO PORCELANAS LTDA," R$  16,00 "," R$  13,05 "," R$  56,05 ",PIX
803,19/03/2025,484,0484 - CANECA MAGGIE 400ML PODEROSA,1,ZONA CRIATIVA," R$  27,90 "," R$  13,05 "," R$  70,30 ",PIX
802,19/03/2025,465,0465 - COPO TERMICO 350ML AMIGAS PARA SEMPRE,1,ZONA CRIATIVA," R$  24,90 "," R$  3,10 "," R$  58,90 ",PIX
801,19/03/2025,229,0229 - ABRIDOR FORMATO TAMPA TEMAS,1,BRASFOOT," R$  7,99 ", R$  -   ," R$  22,00 ",Cartão de Débito
801,19/03/2025,97,0097 - COPO AMERICANO FLORK AMOR,1,ALL MIX," R$  6,53 ", R$  -   ," R$  24,00 ",Cartão de Débito
801,19/03/2025,236,0236 - COPO AMERICANO FRASES 190ML,1,BRASFOOT," R$  7,98 ", R$  -   ," R$  28,00 ",Cartão de Débito
800,18/03/2025,500,0500 - ALMOFADA VELUDO 40X40 DIVERTIDAMENTE,1,ZONA CRIATIVA," R$  32,90 ", R$  -   ," R$  89,00 ",Cartão de Crédito
800,18/03/2025,157,0157 - PORTA RETRATO CORUJA,1,GEGUTON," R$  4,67 ", R$  -   ," R$  36,00 ",Cartão de Crédito
799,18/03/2025,C2,C2 - CANETA FOFA PERSO / CHOC,2,AP BRAS OU MERCADO LIVRE," R$  5,00 "," R$  2,00 "," R$  22,55 ",Cartão de Débito
799,18/03/2025,C1,C1 - CANETA SIMPLES OU MARCA TEXTO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  2,00 "," R$  2,00 "," R$  8,45 ",Cartão de Débito
798,17/03/2025,C2,C2 - CANETA FOFA PERSO / CHOC,2,AP BRAS OU MERCADO LIVRE," R$  5,00 "," R$  2,38 "," R$  22,80 ",Dinheiro
798,17/03/2025,C1,C1 - CANETA SIMPLES OU MARCA TEXTO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  2,00 "," R$  2,38 "," R$  8,55 ",Dinheiro
798,17/03/2025,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 "," R$  2,38 "," R$  13,77 ",Dinheiro
797,17/03/2025,119,0119 - COPO C CANUDO CAFE SERPIA VIDRO,1,RMC2 COMERCIO DE VARIEDADES LTDA," R$  13,99 "," R$  2,40 "," R$  45,60 ",Dinheiro
796,15/03/2025,558,0558 - GARRAFA TERMICA ADULTO + 500ML,1,AP BRAS OU MERCADO LIVRE," R$  35,00 ", R$  -   ," R$  98,00 ",Cartão de Crédito
795,15/03/2025,267,0267 - LATA PORTA JOIAS - VOCE ILUMINA O MUNDO,1,BRASFOOT," R$  19,98 "," R$  9,50 "," R$  44,10 ",PIX
795,15/03/2025,280,0280 - TACA WINDSOR - AMIGA IRMA,1,BRASFOOT," R$  17,98 "," R$  9,50 "," R$  41,40 ",PIX
794,14/03/2025,322,0322 - CANECA 350ML C/INFUSOR MAE AZULEJO,1,ZONA CRIATIVA," R$  28,90 ", R$  -   ," R$  76,00 ",Cartão de Débito
793,14/03/2025,522,0522 - CHAVEIRO SILICONE DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  9,00 ", R$  -   ," R$  23,50 ",Cartão de Crédito
793,14/03/2025,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Cartão de Crédito
792,14/03/2025,357,0357 - BLOCO PERFUMADO CHOCOLATE,1,AP BRAS OU MERCADO LIVRE," R$  7,50 "," R$  10,00 "," R$  19,80 ",PIX
792,14/03/2025,259,0259 - LATA PORTA JOIAS - AMIGAS ASSIM SO NOS,1,BRASFOOT," R$  19,98 "," R$  10,00 "," R$  44,10 ",PIX
792,14/03/2025,C6,C6 - CANETA FOFA LUXO / APAGAVEL,2,AP BRAS OU MERCADO LIVRE," R$  7,00 "," R$  10,00 "," R$  26,10 ",PIX
791,14/03/2025,341,0341 - GARRAFA TERMICA INFANTIL C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  35,00 "," R$  16,80 "," R$  107,10 ",PIX
791,14/03/2025,262,0262 - LATA PORTA JOIAS - FLORAL PRETO E BRANCO,1,BRASFOOT," R$  19,98 "," R$  16,80 "," R$  44,10 ",PIX
790,13/03/2025,632,0632 - CAIXA DE SOM PEQ COM MICROFONE,1,AP BRAS OU MERCADO LIVRE," R$  34,00 ", R$  -   ," R$  94,00 ",Cartão de Crédito
790,13/03/2025,316,0316 - LUNCH BOX SPIDER MAN,1,ZONA CRIATIVA," R$  33,16 ", R$  -   ," R$  79,00 ",Cartão de Crédito
790,13/03/2025,102,0102 - MARMITA DIVERTIDA COM TALHER,1,AP BRAS OU MERCADO LIVRE," R$  20,00 ", R$  -   ," R$  56,00 ",Cartão de Crédito
790,13/03/2025,341,0341 - GARRAFA TERMICA INFANTIL C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  35,00 ", R$  -   ," R$  119,00 ",Cartão de Crédito
789,13/03/2025,601,0601 - CANECA TINA 400ML CAFE NA XICARA,1,ZONA CRIATIVA," R$  12,90 ", R$  -   ," R$  64,00 ",Cartão de Crédito
788,11/03/2025,522,0522 - CHAVEIRO SILICONE DIVERSOS,2,AP BRAS OU MERCADO LIVRE," R$  18,00 "," R$  4,70 "," R$  42,30 ",PIX
787,10/03/2025,C8,C8 - CANETA FOFA MULTICORES / LED,1,AP BRAS OU MERCADO LIVRE," R$  6,00 ", R$  -   ," R$  22,00 ",Dinheiro
786,10/03/2025,342,0342 - GARRAFA INFANTIL PLASTICO C/S ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  24,00 "," R$  5,90 "," R$  53,10 ",PIX
785,08/03/2025,167,0167 - CHAVEIRO EMBORR DIVERSOS M,1,AP BRAS OU MERCADO LIVRE," R$  2,80 ", R$  -   ," R$  8,50 ",Dinheiro
784,08/03/2025,557,0557 - GARRAFA TERMICA 500ML COM CANUDO,1,AP BRAS OU MERCADO LIVRE," R$  28,00 ", R$  -   ," R$  84,00 ",Cartão de Débito
783,08/03/2025,416,0416 - NECESSAIRE COM ALCA MUNDO ME ESPERA,1,UATT PRESENTES IMPORTADOS," R$  18,69 ", R$  -   ," R$  49,00 ",Cartão de Crédito
782,07/03/2025,632,0632 - CAIXA DE SOM PEQ COM MICROFONE,1,AP BRAS OU MERCADO LIVRE," R$  34,00 "," R$  4,70 "," R$  89,30 ",PIX
781,07/03/2025,353,0353 - ESTOJO PELUCIA DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  10,00 ", R$  -   ," R$  36,00 ",Cartão de Débito
781,07/03/2025,382,0382 - CANECA CERÂMICA BASQUETE CAFE,1,CRAZY MUGS," R$  24,90 ", R$  -   ," R$  69,00 ",Cartão de Débito
781,07/03/2025,261,0261 - LATA PORTA JOIAS - BRILHO NUNCA E DEMAIS,1,BRASFOOT," R$  19,98 ", R$  -   ," R$  49,00 ",Cartão de Débito
780,06/03/2025,615,0615 - SUPORTE LIVRO MUNDO 2PCS,1,GEGUTON," R$  25,62 ", R$  -   ," R$  68,00 ",Cartão de Débito
780,06/03/2025,150,0150 - PORTA TRECO REDONDO,1,GEGUTON," R$  15,87 ", R$  -   ," R$  44,00 ",Cartão de Débito
779,06/03/2025,644,0644 - CADERNO AGENDA INTELIGENTE,1,AP BRAS OU MERCADO LIVRE," R$  25,00 ", R$  -   ," R$  68,00 ",Cartão de Débito
779,06/03/2025,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Cartão de Débito
778,05/03/2025,563,0563 - COFRE GATINHO PUXADOR DE MOEDAS,1,XNAMAI IMPORTADORA," R$  34,90 ", R$  -   ," R$  109,00 ",Cartão de Crédito
777,05/03/2025,341,0341 - GARRAFA TERMICA INFANTIL C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  35,00 ", R$  -   ," R$  119,00 ",Cartão de Crédito
776,01/03/2025,522,0522 - CHAVEIRO SILICONE DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  9,00 ", R$  -   ," R$  23,50 ",Dinheiro
776,01/03/2025,361,0361 - BLOCO DE NOTAS PERSONAGENS ESPIRAL PEQ,1,AP BRAS OU MERCADO LIVRE," R$  5,00 ", R$  -   ," R$  18,00 ",Dinheiro
775,01/03/2025,503,0503 - BLOCO DE NOTAS YAAY DIVERSOS,1,YAAY PRESENTES," R$  3,90 ", R$  -   ," R$  12,00 ",Dinheiro
774,28/02/2025,234,0234 - CANECA VIDRO DIAMOND - EU TE AMO,1,BRASFOOT," R$  15,98 ", R$  -   ," R$  46,00 ",Cartão de Crédito
773,28/02/2025,648,0648 - CARTELA ADESIVOS DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  7,00 ", R$  -   ," R$  19,00 ",Cartão de Crédito
773,28/02/2025,555,0555 - CALCULADORA COLORIDA,1,AP BRAS OU MERCADO LIVRE," R$  25,00 ", R$  -   ," R$  65,00 ",Cartão de Crédito
772,28/02/2025,197,0197 - CACHORRO OCULOS LED LUMIN,1,MINAS DE PRESENTES LTDA," R$  12,00 "," R$  8,50 "," R$  25,50 ",Cartão de Débito
771,28/02/2025,415,0415 - COPO TÉRMICO TERMOMETRO,1,AP BRAS OU MERCADO LIVRE," R$  26,00 ", R$  -   ," R$  72,00 ",Cartão de Crédito
770,28/02/2025,360,0360 - CADERNO PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  15,00 ", R$  -   ," R$  42,00 ",Cartão de Débito
770,28/02/2025,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 ", R$  -   ," R$  13,50 ",Cartão de Débito
769,27/02/2025,526,0526 - LUMINARIA PORTA ROLHAS ESPECIAL,1,USARE LUMINÁRIAS," R$  114,80 ", R$  -   ," R$  264,00 ",Cartão de Crédito
768,27/02/2025,C9,C9 - CANETA FOFA STITCH / SPIN / PELUCIA,1,AP BRAS OU MERCADO LIVRE," R$  6,00 ", R$  -   ," R$  24,00 ",PIX
767,27/02/2025,246,0246 - COPO MUNICH 200ML - A MELHOR REDE SOCIAL,1,BRASFOOT," R$  13,98 ", R$  -   ," R$  36,00 ",Cartão de Débito
766,26/02/2025,634,0634 - CAIXA DE SOM REDONDA,1,AP BRAS OU MERCADO LIVRE," R$  42,00 ", R$  -   ," R$  119,00 ",Cartão de Crédito
765,26/02/2025,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Cartão de Débito
765,26/02/2025,357,0357 - BLOCO PERFUMADO CHOCOLATE,1,AP BRAS OU MERCADO LIVRE," R$  7,50 ", R$  -   ," R$  22,00 ",Cartão de Débito
764,26/02/2025,522,0522 - CHAVEIRO SILICONE DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  9,00 ", R$  -   ," R$  23,50 ",PIX
763,26/02/2025,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Cartão de Débito
762,25/02/2025,C7,C7 - CANETA LED OU MARCA TEXTO 3 PONTAS,1,AP BRAS OU MERCADO LIVRE," R$  5,00 ", R$  -   ," R$  19,00 ",Cartão de Crédito
762,25/02/2025,341,0341 - GARRAFA TERMICA INFANTIL C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  35,00 ", R$  -   ," R$  119,00 ",Cartão de Crédito
761,25/02/2025,517,0517 - CADERNO DISCO PEQUENO 15X21 CAPA DURA,1,AP BRAS OU MERCADO LIVRE," R$  20,00 ", R$  -   ," R$  62,00 ",Cartão de Crédito
761,25/02/2025,648,0648 - CARTELA ADESIVOS DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  7,00 ", R$  -   ," R$  19,00 ",Cartão de Crédito
761,25/02/2025,C3,C3 - CANETA FOFA ESPECIAL,1,AP BRAS OU MERCADO LIVRE," R$  3,00 ", R$  -   ," R$  12,50 ",Cartão de Crédito
760,24/02/2025,522,0522 - CHAVEIRO SILICONE DIVERSOS,1,AP BRAS OU MERCADO LIVRE," R$  9,00 ", R$  -   ," R$  23,50 ",PIX
759,22/02/2025,362,0362 - KIT MARCA TEXTO,1,AP BRAS OU MERCADO LIVRE," R$  8,50 ", R$  -   ," R$  28,00 ",Cartão de Crédito
758,22/02/2025,242,0242 - COPO CAIPIRINHA - FACA UMA CAIPIRINHA,1,BRASFOOT," R$  20,98 ", R$  -   ," R$  54,00 ",Cartão de Crédito
757,22/02/2025,578,0578 - CANECA 3D DECORADA 500ML NEO,1,NEO PORCELANAS LTDA," R$  16,00 ", R$  -   ," R$  59,00 ",Cartão de Crédito
756,22/02/2025,558,0558 - GARRAFA TERMICA ADULTO + 500ML,1,AP BRAS OU MERCADO LIVRE," R$  35,00 ", R$  -   ," R$  98,00 ",Cartão de Crédito
755,21/02/2025,C5,C5 - CANETA LAPIS INFINITO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  4,00 ", R$  -   ," R$  13,50 ",Cartão de Crédito
754,21/02/2025,262,0262 - LATA PORTA JOIAS - FLORAL PRETO E BRANCO,1,BRASFOOT," R$  19,98 ", R$  -   ," R$  49,00 ",Cartão de Débito
753,21/02/2025,594,0594 - COPO INCAN 500ML HARRY POTTER COFRE,1,ZONA CRIATIVA," R$  19,90 ", R$  -   ," R$  79,00 ",Cartão de Crédito
752,19/02/2025,267,0267 - LATA PORTA JOIAS - VOCE ILUMINA O MUNDO,1,BRASFOOT," R$  19,98 ", R$  -   ," R$  49,00 ",PIX
751,19/02/2025,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Cartão de Crédito
751,19/02/2025,341,0341 - GARRAFA TERMICA INFANTIL C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  35,00 ", R$  -   ," R$  119,00 ",Cartão de Crédito
750,18/02/2025,92,0092 - JOGO SHOT CAVEIRA VIDRO,1,PLANETA COM IMP E EXPORTACAO LTDA," R$  22,61 "," R$  3,40 "," R$  64,60 ",PIX
749,18/02/2025,342,0342 - GARRAFA INFANTIL PLASTICO C/S ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  24,00 ", R$  -   ," R$  59,00 ",Cartão de Crédito
748,17/02/2025,512,0512 - BLOCO AGENDA PERSONAGENS ESPIRAL MED,1,AP BRAS OU MERCADO LIVRE," R$  12,00 ", R$  -   ," R$  34,00 ",Cartão de Débito
748,17/02/2025,C2,C2 - CANETA FOFA PERSO / CHOC,1,AP BRAS OU MERCADO LIVRE," R$  2,50 ", R$  -   ," R$  12,00 ",Cartão de Débito
747,17/02/2025,338,0338 - FONTE CARREGADOR USB,1,AP BRAS OU MERCADO LIVRE," R$  7,00 "," R$  1,00 "," R$  19,00 ",Dinheiro
746,17/02/2025,525,0525 - LUMINARIA HARRY POTTER LAMPADA,1,USARE LUMINÁRIAS," R$  105,80 "," R$  12,45 "," R$  236,55 ",Dinheiro
745,14/02/2025,C1,C1 - CANETA SIMPLES OU MARCA TEXTO PERSONAGENS,2,AP BRAS OU MERCADO LIVRE," R$  4,00 "," R$  2,00 "," R$  17,67 ",Cartão de Crédito
745,14/02/2025,436,0436 - MARMITA GRANDE GATINHA POA,1,UATT PRESENTES IMPORTADOS," R$  13,99 "," R$  2,00 "," R$  51,04 ",Cartão de Crédito
745,14/02/2025,212,0212 - MARMITA REDONDA MINI - GATINHA,1,UATT PRESENTES IMPORTADOS," R$  13,06 "," R$  2,00 "," R$  37,30 ",Cartão de Crédito
744,14/02/2025,460,0460 - COPO TERMICO 500ML FOREVER BRANCO,1,ZONA CRIATIVA," R$  34,50 "," R$  4,45 "," R$  84,55 ",PIX
743,14/02/2025,102,0102 - MARMITA DONUTS COM TALHER,1,AP BRAS OU MERCADO LIVRE," R$  20,00 "," R$  2,60 "," R$  49,40 ",PIX
742,14/02/2025,562,0562 - COFRE CASA DE POUPANCA PUXADOR MOEDAS,1,XNAMAI IMPORTADORA," R$  40,20 "," R$  6,45 "," R$  122,55 ",PIX
741,13/02/2025,597,0597 - COPO INCAN 500ML FRIENDS COFRE,1,ZONA CRIATIVA," R$  19,90 ", R$  -   ," R$  79,00 ",Cartão de Crédito
740,13/02/2025,167,0167 - CHAVEIRO EMBORR DIVERSOS M,4,AP BRAS OU MERCADO LIVRE," R$  11,20 "," R$  4,00 "," R$  30,00 ",Cartão de Crédito
739,13/02/2025,575,0575 - XÍCARA CONICA DECORADA 120ML NEO,1,NEO PORCELANAS LTDA," R$  8,50 ", R$  -   ," R$  32,00 ",PIX
738,13/02/2025,556,0556 - GARRAFA TERMICA 420 A 500ML DIVERSAS,1,AP BRAS OU MERCADO LIVRE," R$  28,00 ", R$  -   ," R$  79,00 ",Cartão de Crédito
737,12/02/2025,C1,C1 - CANETA SIMPLES OU MARCA TEXTO PERSONAGENS,1,AP BRAS OU MERCADO LIVRE," R$  2,00 ", R$  -   ," R$  9,00 ",Dinheiro
736,12/02/2025,233,0233 - CANECA EMPILHADA DUPLA - ENTREGUE O SEU CAMINHO,1,BRASFOOT," R$  32,98 ", R$  -   ," R$  82,00 ",Cartão de Crédito
735,12/02/2025,47,0047 - CANECA PAI DOG,1,SIMAS PRESENTARIA COMERCIO DE PRESENTES LTDA," R$  19,90 ", R$  -   ," R$  49,00 ",Cartão de Débito
735,12/02/2025,236,0236 - COPO AMERICANO FRASES 190ML,1,BRASFOOT," R$  7,98 ", R$  -   ," R$  28,00 ",Cartão de Débito
734,11/02/2025,503,0503 - BLOCO DE NOTAS YAAY DIVERSOS,1,YAAY PRESENTES," R$  3,90 ", R$  -   ," R$  12,00 ",PIX
733,11/02/2025,158,0158 - PORTA RETRATO PAI PIXEL,1,GEGUTON," R$  6,15 "," R$  2,30 "," R$  43,70 ",Dinheiro
732,11/02/2025,379,0379 - CANECA CERÂMICA VAQUINHA,1,CRAZY MUGS," R$  24,90 ", R$  -   ," R$  69,00 ",Cartão de Crédito
731,08/02/2025,586,0586 - COPO VIAGEM SLIM 300ML CORACAO,1,ZONA CRIATIVA," R$  15,90 "," R$  3,20 "," R$  60,80 ",PIX
730,08/02/2025,379,0379 - CANECA CERÂMICA VAQUINHA,1,CRAZY MUGS," R$  24,90 ", R$  -   ," R$  69,00 ",Cartão de Débito
729,08/02/2025,C3,C3 - CANETA FOFA ESPECIAL,1,AP BRAS OU MERCADO LIVRE," R$  3,00 ", R$  -   ," R$  12,50 ",Cartão de Crédito
728,07/02/2025,388,0388 - CANECA CERÂMICA DONUT,1,CRAZY MUGS," R$  24,90 ", R$  -   ," R$  69,00 ",Cartão de Crédito
727,06/02/2025,339,0339 - MARMITA NUVEM COM TALHER,1,AP BRAS OU MERCADO LIVRE," R$  20,00 ", R$  -   ," R$  52,00 ",Cartão de Débito
726,06/02/2025,236,0236 - COPO AMERICANO FRASES 190ML,1,BRASFOOT," R$  7,98 ", R$  -   ," R$  28,00 ",Dinheiro
725,06/02/2025,129,0129 - IMA PLACA,1,GEGUTON," R$  1,20 ", R$  -   ," R$  7,00 ",Dinheiro
724,05/02/2025,556,0556 - GARRAFA TERMICA 420 A 500ML DIVERSAS,1,AP BRAS OU MERCADO LIVRE," R$  28,00 ", R$  -   ," R$  79,00 ",Cartão de Crédito
723,05/02/2025,C8,C8 - CANETA FOFA MULTICORES / LED,1,AP BRAS OU MERCADO LIVRE," R$  6,00 ", R$  -   ," R$  22,00 ",Dinheiro
723,05/02/2025,C6,C6 - CANETA FOFA LUXO / APAGAVEL,1,AP BRAS OU MERCADO LIVRE," R$  3,50 ", R$  -   ," R$  14,50 ",Dinheiro
722,05/02/2025,553,0553 - CADERNO DISCO MEDIO 19X26 CAPA DURA,1,AP BRAS OU MERCADO LIVRE," R$  28,00 ", R$  -   ," R$  86,00 ",PIX
721,05/02/2025,341,0341 - GARRAFA TERMICA INFANTIL C ALÇA,1,AP BRAS OU MERCADO LIVRE," R$  35,00 ", R$  -   ," R$  109,00 ",Cartão de Débito
720,04/02/2025,604,0604 - CANECA CUBO 300ML AMIGA HIGH FIVE,1,ZONA CRIATIVA," R$  12,90 "," R$  2,95 "," R$  56,05 ",Dinheiro
